CLI Config ID,Release Config ID,Firmware Type,Title,Flash Vendor,Flash Geometry,Flash Type,Flash Part Number,Package Type,Package Count,Package Density,Package Die Count,Raw Capacity,User Capacity,512 LBA Count,512 Plus DIF LBA Count,520 LBA Count,524 LBA Count,4096 LBA Count,4096 Plus DIF LBA Count,Non 512 Sector Size,RAISE ON,Version Demo,Version Release,Topology ID,SATA Speed,Write IOPs,Firmware Fuse(?),Industrial Features,CLI Build ID,Release Build ID,Valid Flag,Release Status,Firmware Worksheet,Parent Folder
C22874,22874,SF-2281-Gold,SF-2281-Gold 128GB Micron25 MLC TSOP 4xMT29F256G08CJAAAWP (RAISE OFF),Micron,25,MLC,MT29F256G08CJAAAWP,TSOP,4,256,5260369,128,128,250069680,0,0,0,0,0,0,False,MP2,MP2,1Q-2C-2D-4L,6,0,64512,0,PP-C00821,PP-R00821,1,External,Gold,SF-2281_Board
C22875,22875,SF-2281-Gold,SF-2281-Gold 360GB Toshiba24 MLC BGA 12xTH58TEG8D2HBA8C,Toshiba,24,MLC,TH58TEG8D2HBA8C,BGA,12,256,5260369,384,360,703282608,0,0,0,0,0,0,True,MP3,MP3,2Q-8C-1D-3L,6,0,64512,0,PP-C00891,PP-R00891,1,External,Gold,SF-2281_Board
C22876,22876,SF-2281-Gold,SF-2281-Gold 384GB Toshiba24 MLC BGA 12xTH58TEG8D2HBA8C (RAISE OFF),Toshiba,24,MLC,TH58TEG8D2HBA8C,BGA,12,256,5260369,384,384,750166704,0,0,0,0,0,0,False,MP3,MP3,2Q-8C-1D-3L,6,0,64512,0,PP-C00891,PP-R00891,1,External,Gold,SF-2281_Board
C22877,22877,SF-2281-Gold,SF-2281-Gold 64GB Intel25 MLC TSOP 8xJS29F64G08ACME3 (RAISE OFF),Intel,25,MLC,JS29F64G08ACME3,TSOP,8,64,5260371,64,64,125045424,0,0,0,0,0,0,False,MP1p3,TBD,2Q-1C-1D-4L,6,0,64512,0,PP-C00924,PP-R00924,1,External,Gold,SF-2281_Board
C22878,22878,SF-2281-Gold,SF-2281-Gold 96GB Intel25 MLC TSOP 12xJS29F64G08ACME3 (RAISE OFF),Intel,25,MLC,JS29F64G08ACME3,TSOP,12,64,5260371,96,96,187557552,0,0,0,0,0,0,False,MP1p3,TBD,2Q-2C-1D-3L-S,6,0,64512,0,PP-C00925,PP-R00925,1,External,Gold,SF-2281_Board
C22879,22879,SF-2281-Gold,SF-2281-Gold 120GB Intel25 MLC TSOP 16xJS29F64G08ACME3,Intel,25,MLC,JS29F64G08ACME3,TSOP,16,64,5260371,128,120,234441648,0,0,0,0,0,0,True,MP1p3,TBD,2Q-2C-1D-4L-S,6,0,64512,0,PP-C00927,PP-R00927,1,External,Gold,SF-2281_Board
C22880,22880,SF-2281-Gold,SF-2281-Gold 120GB Intel25 MLC TSOP 8xJS29F16B08CCME3,Intel,25,MLC,JS29F16B08CCME3,TSOP,8,128,5260356,128,120,234441648,0,0,0,0,0,0,True,MP1p3,TBD,2Q-2C-1D-4L,6,0,64512,0,PP-C00926,PP-R00926,1,External,Gold,SF-2281_Board
C22881,22881,SF-2281-Gold,SF-2281-Gold 240GB Intel25 MLC TSOP 16xJS29F16B08CCME3,Intel,25,MLC,JS29F16B08CCME3,TSOP,16,128,5260356,256,240,468862128,0,0,0,0,0,0,True,MP1p3,TBD,2Q-4C-1D-4L-S,6,0,64512,0,PP-C00928,PP-R00928,1,External,Gold,SF-2281_Board
C22882,22882,SF-2281-Gold,SF-2281-Gold 240GB Intel25 MLC TSOP 8xJS29F32B08JCME3,Intel,25,MLC,JS29F32B08JCME3,TSOP,8,256,5260369,256,240,468862128,0,0,0,0,0,0,True,MP1p3,TBD,2Q-4C-1D-4L,6,0,64512,0,PP-C00929,PP-R00929,1,External,Gold,SF-2281_Board
C22883,22883,SF-2281-Gold,SF-2281-Gold 480GB Intel25 MLC TSOP 16xJS29F32B08JCME3,Intel,25,MLC,JS29F32B08JCME3,TSOP,16,256,5260369,512,480,937703088,0,0,0,0,0,0,True,MP1p3,TBD,2Q-8C-1D-4L,6,0,64512,0,PP-C00930,PP-R00930,1,External,Gold,SF-2281_Board
C22884,22884,SF-2281-Gold,SF-2281-Gold 48GB SanDisk24 MLC LGA 3xSDZNPQBHE (RAISE OFF),SanDisk,24,MLC,SDZNPQBHE,LGA,3,128,5260356,48,48,93789360,0,0,0,0,0,0,False,MP1p3,MP3,2Q-1C-1D-3L,6,0,64512,0,PP-C00936,PP-R00936,1,External,GoldSanDisk,SF-2281_Board
C22885,22885,SF-2281-Gold,SF-2281-Gold 64GB SanDisk24 MLC LGA 4xSDZNPQBHE (RAISE OFF),SanDisk,24,MLC,SDZNPQBHE,LGA,4,128,5260356,64,64,125045424,0,0,0,0,0,0,False,MP1p3,MP3,2Q-1C-1D-4L,6,0,64512,0,PP-C00935,PP-R00935,1,External,GoldSanDisk,SF-2281_Board
C22886,22886,SF-2281-Gold,SF-2281-Gold 96GB SanDisk24 MLC LGA 6xSDZNPQBHE (RAISE OFF),SanDisk,24,MLC,SDZNPQBHE,LGA,6,128,5260356,96,96,187557552,0,0,0,0,0,0,False,MP1p3,MP3,2Q-2C-1D-3L,6,0,64512,0,PP-C00938,PP-R00938,1,External,GoldSanDisk,SF-2281_Board
C22887,22887,SF-2281-Gold,SF-2281-Gold 128GB SanDisk24 MLC LGA 8xSDZNPQBHE (RAISE OFF),SanDisk,24,MLC,SDZNPQBHE,LGA,8,128,5260356,128,128,250069680,0,0,0,0,0,0,False,MP1p3,MP3,2Q-2C-1D-4L,6,0,64512,0,PP-C00937,PP-R00937,1,External,GoldSanDisk,SF-2281_Board
C22888,22888,SF-2281-Gold,SF-2281-Gold 192GB SanDisk24 MLC LGA 12xSDZNPQBHE (RAISE OFF),SanDisk,24,MLC,SDZNPQBHE,LGA,12,128,5260356,192,192,375093936,0,0,0,0,0,0,False,MP1p3,MP3,2Q-4C-1D-3L,6,0,64512,0,PP-C00934,PP-R00934,1,External,GoldSanDisk,SF-2281_Board
C22889,22889,SF-2281-Gold,SF-2281-Gold 256GB SanDisk24 MLC LGA 16xSDZNPQBHE (RAISE OFF),SanDisk,24,MLC,SDZNPQBHE,LGA,16,128,5260356,256,256,500118192,0,0,0,0,0,0,False,MP1p3,MP3,2Q-4C-1D-4L-S,6,0,64512,0,PP-C00933,PP-R00933,1,External,GoldSanDisk,SF-2281_Board
C22890,22890,SF-2281-Gold,SF-2281-Gold 128GB SanDisk24 MLC LGA 4xSDZNPQCHE (RAISE OFF),SanDisk,24,MLC,SDZNPQCHE,LGA,4,256,5260369,128,128,250069680,0,0,0,0,0,0,False,MP1p3,MP3,2Q-2C-1D-4L,6,0,64512,0,PP-C00937,PP-R00937,1,External,GoldSanDisk,SF-2281_Board
C22891,22891,SF-2281-Gold,SF-2281-Gold 192GB SanDisk24 MLC LGA 6xSDZNPQCHE (RAISE OFF),SanDisk,24,MLC,SDZNPQCHE,LGA,6,256,5260369,192,192,375093936,0,0,0,0,0,0,False,MP1p3,MP3,2Q-4C-1D-3L,6,0,64512,0,PP-C00932,PP-R00932,1,External,GoldSanDisk,SF-2281_Board
C22892,22892,SF-2281-Gold,SF-2281-Gold 256GB SanDisk24 MLC LGA 8xSDZNPQCHE (RAISE OFF),SanDisk,24,MLC,SDZNPQCHE,LGA,8,256,5260369,256,256,500118192,0,0,0,0,0,0,False,MP1p3,MP3,2Q-4C-1D-4L,6,0,64512,0,PP-C00931,PP-R00931,1,External,GoldSanDisk,SF-2281_Board
C22893,22893,SF-2281-Gold,SF-2281-Gold 384GB SanDisk24 MLC LGA 12xSDZNPQCHE (RAISE OFF),SanDisk,24,MLC,SDZNPQCHE,LGA,12,256,5260369,384,384,750166704,0,0,0,0,0,0,False,MP1p3,MP3,2Q-8C-1D-3L,6,0,64512,0,PP-C00940,PP-R00940,1,External,GoldSanDisk,SF-2281_Board
C22894,22894,SF-2281-Gold,SF-2281-Gold 512GB SanDisk24 MLC LGA 16xSDZNPQCHE (RAISE OFF),SanDisk,24,MLC,SDZNPQCHE,LGA,16,256,5260369,512,512,1000215216,0,0,0,0,0,0,False,MP1p3,MP3,2Q-8C-1D-4L,6,0,64512,0,PP-C00939,PP-R00939,1,External,GoldSanDisk,SF-2281_Board
C22895,22895,SF-2281-Gold,SF-2281-Gold 40GB SanDisk24 MLC LGA 3xSDZNPQBHE ,SanDisk,24,MLC,SDZNPQBHE,LGA,3,128,5260356,48,40,78161328,0,0,0,0,0,0,True,MP1p3,MP3,2Q-1C-1D-3L,6,0,64512,0,PP-C00936,PP-R00936,1,External,GoldSanDisk,SF-2281_Board
C22896,22896,SF-2281-Gold,SF-2281-Gold 55GB SanDisk24 MLC LGA 4xSDZNPQBHE ,SanDisk,24,MLC,SDZNPQBHE,LGA,4,128,5260356,64,55,107463888,0,0,0,0,0,0,True,MP1p3,MP3,2Q-1C-1D-4L,6,0,64512,0,PP-C00935,PP-R00935,1,External,GoldSanDisk,SF-2281_Board
C22897,22897,SF-2281-Gold,SF-2281-Gold 80GB SanDisk24 MLC LGA 6xSDZNPQBHE ,SanDisk,24,MLC,SDZNPQBHE,LGA,6,128,5260356,96,80,156301488,0,0,0,0,0,0,True,MP1p3,MP3,2Q-2C-1D-3L,6,0,64512,0,PP-C00938,PP-R00938,1,External,GoldSanDisk,SF-2281_Board
C22898,22898,SF-2281-Gold,SF-2281-Gold 120GB SanDisk24 MLC LGA 8xSDZNPQBHE ,SanDisk,24,MLC,SDZNPQBHE,LGA,8,128,5260356,128,120,234441648,0,0,0,0,0,0,True,MP1p3,MP3,2Q-2C-1D-4L,6,0,64512,0,PP-C00937,PP-R00937,1,External,GoldSanDisk,SF-2281_Board
C22899,22899,SF-2281-Gold,SF-2281-Gold 180GB SanDisk24 MLC LGA 12xSDZNPQBHE ,SanDisk,24,MLC,SDZNPQBHE,LGA,12,128,5260356,192,180,351651888,0,0,0,0,0,0,True,MP1p3,MP3,2Q-4C-1D-3L,6,0,64512,0,PP-C00934,PP-R00934,1,External,GoldSanDisk,SF-2281_Board
C22900,22900,SF-2281-Gold,SF-2281-Gold 240GB SanDisk24 MLC LGA 16xSDZNPQBHE ,SanDisk,24,MLC,SDZNPQBHE,LGA,16,128,5260356,256,240,468862128,0,0,0,0,0,0,True,MP1p3,MP3,2Q-4C-1D-4L-S,6,0,64512,0,PP-C00933,PP-R00933,1,External,GoldSanDisk,SF-2281_Board
C22901,22901,SF-2282-Gold,SF-2282-Gold 80GB Toshiba32 hMLC BGA 12xTH58TAG6D2FBA49,Toshiba,32,hMLC,TH58TAG6D2FBA49,BGA,12,64,5260356,96,80,156301488,0,0,0,0,0,0,True,MP1p1,MP2,4Q-2C-1D-3L,6,0,64512,0,PP-C00059,PP-R00059,1,External,Gold,SF-2282_Board
C22902,22902,SF-2282-Gold,SF-2282-Gold 90GB Toshiba32 hMLC BGA 12xTH58TAG6D2FBA49,Toshiba,32,hMLC,TH58TAG6D2FBA49,BGA,12,64,5260356,96,90,175836528,0,0,0,0,0,0,True,MP1p1,MP2,4Q-2C-1D-3L,6,0,64512,0,PP-C00059,PP-R00059,1,External,Gold,SF-2282_Board
C22903,22903,SF-2282-Gold,SF-2282-Gold 120GB Toshiba32 hMLC BGA 16xTH58TAG6D2FBA49,Toshiba,32,hMLC,TH58TAG6D2FBA49,BGA,16,64,5260356,128,120,234441648,0,0,0,0,0,0,True,RC1,MP1,4Q-2C-1D-4L,6,0,64512,0,PP-C00060,PP-R00060,1,External,Gold,SF-2282_Board
C22904,22904,SF-2282-Gold,SF-2282-Gold 160GB Toshiba32 hMLC BGA 12xTH58TAG7D2FBA89,Toshiba,32,hMLC,TH58TAG7D2FBA89,BGA,12,128,5260369,192,160,312581808,0,0,0,0,0,0,True,MP1p1,MP2,4Q-4C-1D-3L,6,0,64512,0,PP-C00061,PP-R00061,1,External,Gold,SF-2282_Board
C22905,22905,SF-2282-Gold,SF-2282-Gold 180GB Toshiba32 hMLC BGA 12xTH58TAG7D2FBA89,Toshiba,32,hMLC,TH58TAG7D2FBA89,BGA,12,128,5260369,192,180,351651888,0,0,0,0,0,0,True,MP1p1,MP2,4Q-4C-1D-3L,6,0,64512,0,PP-C00061,PP-R00061,1,External,Gold,SF-2282_Board
C22906,22906,SF-2282-Gold,SF-2282-Gold 240GB Toshiba32 hMLC BGA 16xTH58TAG7D2FBA89,Toshiba,32,hMLC,TH58TAG7D2FBA89,BGA,16,128,5260369,256,240,468862128,0,0,0,0,0,0,True,RC1,MP1,4Q-4C-1D-4L,6,0,64512,0,PP-C00062,PP-R00062,1,External,Gold,SF-2282_Board
C22907,22907,SF-2282-Gold,SF-2282-Gold 360GB Toshiba32 hMLC BGA 12xTH58TAG8D2FBA89,Toshiba,32,hMLC,TH58TAG8D2FBA89,BGA,12,256,5260344,384,360,703282608,0,0,0,0,0,0,True,MP1p1,MP2,4Q-4C-2D-3L,6,0,64512,0,PP-C00012,PP-R00012,1,External,Gold,SF-2282_Board
C22908,22908,SF-2282-Gold,SF-2282-Gold 480GB Toshiba32 hMLC BGA 16xTH58TAG8D2FBA89,Toshiba,32,hMLC,TH58TAG8D2FBA89,BGA,16,256,5260344,512,480,937703088,0,0,0,0,0,0,True,RC1,MP1,4Q-4C-2D-4L,6,0,64512,0,PP-C00013,PP-R00013,1,External,Gold,SF-2282_Board
C22909,22909,SF-2282-Gold,SF-2282-Gold 160GB Micron25 MLC BGA 12xMT29F128G08CECABH1,Micron,25,MLC,MT29F128G08CECABH1,BGA,12,128,5260356,192,160,312581808,0,0,0,0,0,0,True,RC1,MP1,4Q-2C-1D-3L,6,0,64512,0,PP-C00074,PP-R00074,1,External,Gold,SF-2282_Board
C22910,22910,SF-2282-Gold,SF-2282-Gold 180GB Micron25 MLC BGA 12xMT29F128G08CECABH1,Micron,25,MLC,MT29F128G08CECABH1,BGA,12,128,5260356,192,180,351651888,0,0,0,0,0,0,True,RC1,MP1,4Q-2C-1D-3L,6,0,64512,0,PP-C00074,PP-R00074,1,External,Gold,SF-2282_Board
C22911,22911,SF-2282-Gold,SF-2282-Gold 240GB Micron25 MLC BGA 16xMT29F128G08CECABH1,Micron,25,MLC,MT29F128G08CECABH1,BGA,16,128,5260356,256,240,468862128,0,0,0,0,0,0,True,RC1,MP1,4Q-2C-1D-4L,6,0,64512,0,PP-C00075,PP-R00075,1,External,Gold,SF-2282_Board
C22912,22912,SF-2282-Gold,SF-2282-Gold 360GB Micron25 MLC BGA 12xMT29F256G08CMCABH2,Micron,25,MLC,MT29F256G08CMCABH2,BGA,12,256,5260369,384,360,703282608,0,0,0,0,0,0,True,RC1,MP1,4Q-4C-1D-3L,6,0,64512,0,PP-C00076,PP-R00076,1,External,Gold,SF-2282_Board
C22913,22913,SF-2282-Gold,SF-2282-Gold 480GB Micron25 MLC BGA 16xMT29F256G08CMCABH2,Micron,25,MLC,MT29F256G08CMCABH2,BGA,16,256,5260369,512,480,937703088,0,0,0,0,0,0,True,RC1,MP1,4Q-4C-1D-4L,6,0,64512,0,PP-C00077,PP-R00077,1,External,Gold,SF-2282_Board
C22914,22914,SF-2282-Gold,SF-2282-Gold 80GB Samsung32 eMLC BGA 12xK9LCGD8U1M,Samsung,32,eMLC,K9LCGD8U1M,BGA,12,64,5260356,96,80,156301488,0,0,0,0,0,0,True,MP1p1,MP2,4Q-2C-1D-3L,6,0,64512,0,PP-C00252,PP-R00252,1,External,Gold,SF-2282_Board
C22915,22915,SF-2282-Gold,SF-2282-Gold 90GB Samsung32 eMLC BGA 12xK9LCGD8U1M,Samsung,32,eMLC,K9LCGD8U1M,BGA,12,64,5260356,96,90,175836528,0,0,0,0,0,0,True,MP1p1,MP2,4Q-2C-1D-3L,6,0,64512,0,PP-C00252,PP-R00252,1,External,Gold,SF-2282_Board
C22916,22916,SF-2282-Gold,SF-2282-Gold 120GB Samsung32 eMLC BGA 16xK9LCGD8U1M,Samsung,32,eMLC,K9LCGD8U1M,BGA,16,64,5260356,128,120,234441648,0,0,0,0,0,0,True,RC1,MP1,4Q-2C-1D-4L,6,0,64512,0,PP-C00253,PP-R00253,1,External,Gold,SF-2282_Board
C22917,22917,SF-2282-Gold,SF-2282-Gold 160GB Samsung32 eMLC BGA 12xK9HDGD8U5M,Samsung,32,eMLC,K9HDGD8U5M,BGA,12,128,5260369,192,160,312581808,0,0,0,0,0,0,True,MP1p1,MP2,4Q-4C-1D-3L,6,0,64512,0,PP-C00254,PP-R00254,1,External,Gold,SF-2282_Board
C22918,22918,SF-2282-Gold,SF-2282-Gold 180GB Samsung32 eMLC BGA 12xK9HDGD8U5M,Samsung,32,eMLC,K9HDGD8U5M,BGA,12,128,5260369,192,180,351651888,0,0,0,0,0,0,True,MP1p1,MP2,4Q-4C-1D-3L,6,0,64512,0,PP-C00254,PP-R00254,1,External,Gold,SF-2282_Board
C22919,22919,SF-2282-Gold,SF-2282-Gold 240GB Samsung32 eMLC BGA 16xK9HDGD8U5M,Samsung,32,eMLC,K9HDGD8U5M,BGA,16,128,5260369,256,240,468862128,0,0,0,0,0,0,True,RC1,MP1,4Q-4C-1D-4L,6,0,64512,0,PP-C00255,PP-R00255,1,External,Gold,SF-2282_Board
C22920,22920,SF-2282-Gold,SF-2282-Gold 360GB Samsung32 eMLC BGA 12xK9PFGD8U5M,Samsung,32,eMLC,K9PFGD8U5M,BGA,12,256,5260344,384,360,703282608,0,0,0,0,0,0,True,MP1p1,MP2,4Q-4C-2D-3L,6,0,64512,0,PP-C00250,PP-R00250,1,External,Gold,SF-2282_Board
C22921,22921,SF-2282-Gold,SF-2282-Gold 480GB Samsung32 eMLC BGA 16xK9PFGD8U5M,Samsung,32,eMLC,K9PFGD8U5M,BGA,16,256,5260344,512,480,937703088,0,0,0,0,0,0,True,RC1,MP1,4Q-4C-2D-4L,6,0,64512,0,PP-C00251,PP-R00251,1,External,Gold,SF-2282_Board
C22922,22922,SF-2281-Python,SF-2281-Python 121.3GB Hynix26 MLC BGA 8xH27QDG8VEBIR,Hynix,26,MLC,H27QDG8VEBIR,BGA,8,128,5260369,128,121,236978176,0,0,0,0,0,0,True,TBD,MP3,2Q-4C-1D-4L,6,0,64512,0,PP-C00904,PP-R00904,1,External,Hynix,SF-2281_Board
C22923,22923,SF-2281-Python,SF-2281-Python 250.9GB Hynix26 MLC BGA 8xH27QEG8YEBJR,Hynix,26,MLC,H27QEG8YEBJR,BGA,8,256,5260344,256,250,490234752,0,0,0,0,0,0,True,TBD,MP3,2Q-4C-2D-4L,6,0,64512,0,PP-C00905,PP-R00905,1,External,Hynix,SF-2281_Board
C22924,22924,SF-2282-Google,SF-2282-Google 60GB Toshiba32 eMLC BGA 8xTH58TAG6E2FBA49,Toshiba,32,eMLC,TH58TAG6E2FBA49,BGA,8,64,5260356,64,60,117231408,0,0,0,0,0,0,True,MP1,TBD,2Q-2C-1D-4L,6,0,64512,0,PP-C00720,PP-R00720,1,External,Google,SF-2281_Board
C22925,22925,SF-2282-Google,SF-2282-Google 120GB Toshiba32 eMLC BGA 16xTH58TAG6E2FBA49,Toshiba,32,eMLC,TH58TAG6E2FBA49,BGA,16,64,5260356,128,120,234441648,0,0,0,0,0,0,True,MP1,TBD,4Q-2C-1D-4L,6,0,64512,0,PP-C00721,PP-R00721,1,External,Google,SF-2281_Board
C22926,22926,SF-2282-Google,SF-2282-Google 240GB Toshiba32 eMLC BGA 16xTH58TAG7E2FBA89,Toshiba,32,eMLC,TH58TAG7E2FBA89,BGA,16,128,5260369,256,240,468862128,0,0,0,0,0,0,True,MP1,TBD,4Q-4C-1D-4L,6,0,64512,0,PP-C00722,PP-R00722,1,External,Google,SF-2281_Board
C22927,22927,SF-2282-Gold,SF-2282-Gold 120GB Micron25 MLC BGA 16xMT29F64G08CBCABH1,Micron,25,MLC,MT29F64G08CBCABH1,BGA,16,64,5260371,128,120,234441648,0,0,0,0,0,0,True,MP1p1,MP1p1,4Q-1C-1D-4L,6,0,64512,0,PP-C00754,PP-R00754,1,External,Gold,SF-2282_Board
C22928,22928,SF-2281-Python,SF-2281-Python 250.9GB Hynix26 MLC BGA 8xH27QEG8YEBJR (RAISE OFF),Hynix,26,MLC,H27QEG8YEBJR,BGA,8,256,5260344,256,250,490234752,0,0,0,0,0,0,False,TBD,MP3,2Q-4C-2D-4L,6,0,64512,0,PP-C00905,PP-R00905,1,External,Hynix,SF-2281_Board
C22929,22929,SF-2281-Python,SF-2281-Python 121.3GB Hynix26 MLC BGA 8xH27QDG8VEBIR (RAISE OFF),Hynix,26,MLC,H27QDG8VEBIR,BGA,8,128,5260369,128,121,236978176,0,0,0,0,0,0,False,TBD,MP3,2Q-4C-1D-4L,6,0,64512,0,PP-C00904,PP-R00904,1,External,Hynix,SF-2281_Board
C22930,22930,SF-2282-Gold,SF-2282-Gold 180GB Intel25 ccMLC TSOP 12xJS29F16B08CCME2,Intel,25,ccMLC,JS29F16B08CCME2,TSOP,12,128,5260356,192,180,351651888,0,0,0,0,0,0,True,MP1p1,MP2,4Q-2C-1D-3L,6,0,64512,0,PP-C00782,PP-R00782,1,External,Gold,SF-2281_Board
C22931,22931,SF-2282-Gold,SF-2282-Gold 240GB Intel25 ccMLC TSOP 16xJS29F16B08CCME2,Intel,25,ccMLC,JS29F16B08CCME2,TSOP,16,128,5260356,256,240,468862128,0,0,0,0,0,0,True,MP1p1,MP2,4Q-2C-1D-4L,6,0,64512,0,PP-C00783,PP-R00783,1,External,Gold,SF-2281_Board
C22932,22932,SF-2282-Gold,SF-2282-Gold 360GB Intel25 ccMLC TSOP 12xJS29F32B08JCME2,Intel,25,ccMLC,JS29F32B08JCME2,TSOP,12,256,5260369,384,360,703282608,0,0,0,0,0,0,True,MP1p1,MP2,4Q-4C-1D-3L,6,0,64512,0,PP-C00784,PP-R00784,1,External,Gold,SF-2281_Board
C22933,22933,SF-2282-Gold,SF-2282-Gold 480GB Intel25 ccMLC TSOP 16xJS29F32B08JCME2,Intel,25,ccMLC,JS29F32B08JCME2,TSOP,16,256,5260369,512,480,937703088,0,0,0,0,0,0,True,MP1p1,MP2,4Q-4C-1D-4L,6,0,64512,0,PP-C00785,PP-R00785,1,External,Gold,SF-2281_Board
C22934,22934,SF-2282-Gold,SF-2282-Gold 80GB Intel25 ccMLC TSOP 12xJS29F64G08ACME2,Intel,25,ccMLC,JS29F64G08ACME2,TSOP,12,64,5260371,96,80,156301488,0,0,0,0,0,0,True,MP1p1,MP2,4Q-1C-1D-3L,6,0,64512,0,PP-C00826,PP-R00826,1,External,Gold,SF-2281_Board
C22935,22935,SF-2282-Gold,SF-2282-Gold 120GB Intel25 ccMLC TSOP 16xJS29F64G08ACME2,Intel,25,ccMLC,JS29F64G08ACME2,TSOP,16,64,5260371,128,120,234441648,0,0,0,0,0,0,True,MP1p1,MP2,4Q-1C-1D-4L,6,0,64512,0,PP-C00827,PP-R00827,1,External,Gold,SF-2281_Board
C22936,22936,SF-2281-KC,SF-2281-KC 120GB Intel25 ccMLC TSOP 16xJS29F64G08ACME2,Intel,25,ccMLC,JS29F64G08ACME2,TSOP,16,64,5260371,128,120,234441648,0,0,0,0,0,0,True,MP1p1,MP2,2Q-2C-1D-4L-S,6,0,64512,0,PP-C00830,PP-R00830,1,External,Kingston,SF-2281_Board
C22937,22937,SF-2281-KC,SF-2281-KC 120GB Intel25 ccMLC TSOP 8xJS29F16B08CCME2,Intel,25,ccMLC,JS29F16B08CCME2,TSOP,8,128,5260356,128,120,234441648,0,0,0,0,0,0,True,MP1p1,MP2,2Q-2C-1D-4L,6,0,64512,0,PP-C00831,PP-R00831,1,External,Kingston,SF-2281_Board
C22938,22938,SF-2281-KC,SF-2281-KC 240GB Intel25 ccMLC TSOP 16xJS29F16B08CCME2,Intel,25,ccMLC,JS29F16B08CCME2,TSOP,16,128,5260356,256,240,468862128,0,0,0,0,0,0,True,MP1p1,MP2,2Q-4C-1D-4L-S,6,0,64512,0,PP-C00832,PP-R00832,1,External,Kingston,SF-2281_Board
C22939,22939,SF-2281-KC,SF-2281-KC 240GB Intel25 ccMLC TSOP 8xJS29F32B08JCME2,Intel,25,ccMLC,JS29F32B08JCME2,TSOP,8,256,5260369,256,240,468862128,0,0,0,0,0,0,True,MP1p1,MP2,2Q-4C-1D-4L,6,0,64512,0,PP-C00833,PP-R00833,1,External,Kingston,SF-2281_Board
C22940,22940,SF-2281-KC,SF-2281-KC 480GB Intel25 ccMLC TSOP 16xJS29F32B08JCME2,Intel,25,ccMLC,JS29F32B08JCME2,TSOP,16,256,5260369,512,480,937703088,0,0,0,0,0,0,True,MP1p1,MP2,2Q-8C-1D-4L,6,0,64512,0,PP-C00834,PP-R00834,1,External,Kingston,SF-2281_Board
C22941,22941,SF-2282-Gold,SF-2282-Gold 480GB Micron25 MLC TSOP 16xMT29F256G08CJAABWP,Micron,25,MLC,MT29F256G08CJAABWP,TSOP,16,256,5260369,512,480,937703088,0,0,0,0,0,0,True,MP1p1,MP2,4Q-2C-2D-4L,6,0,64512,0,PP-C00839,PP-R00839,1,External,Gold,SF-2281_Board
C22942,22942,SF-2282-Gold,SF-2282-Gold 360GB Micron25 MLC TSOP 12xMT29F256G08CJAABWP,Micron,25,MLC,MT29F256G08CJAABWP,TSOP,12,256,5260369,384,360,703282608,0,0,0,0,0,0,True,MP1p1,MP2,4Q-2C-2D-3L,6,0,64512,0,PP-C00840,PP-R00840,1,External,Gold,SF-2281_Board
C22943,22943,SF-2281-Python,SF-2281-Python 121.3GB Toshiba32 hMLC BGA 8xTH58TAG7D2FBA89 (RAISE OFF),Toshiba,32,hMLC,TH58TAG7D2FBA89,BGA,8,128,5260369,128,121,236978176,0,0,0,0,0,0,False,MP1p1,TBD,2Q-4C-1D-4L,6,0,64512,0,PP-C00906,PP-R00906,1,External,Toshiba,SF-2281_Board
C22944,22944,SF-2281-Python,SF-2281-Python 250.9GB Toshiba32 hMLC BGA 16xTH58TAG7D2FBA89 (RAISE OFF),Toshiba,32,hMLC,TH58TAG7D2FBA89,BGA,16,128,5260369,256,250,490234752,0,0,0,0,0,0,False,MP1p1,TBD,2Q-8C-1D-4L,6,0,64512,0,PP-C00907,PP-R00907,1,External,Toshiba,SF-2281_Board
C22945,22945,SF-2281-Python,SF-2281-Python 250.9GB Toshiba32 hMLC BGA 8xTH58TAG8D2FBA89 (RAISE OFF),Toshiba,32,hMLC,TH58TAG8D2FBA89,BGA,8,256,5260344,256,250,490234752,0,0,0,0,0,0,False,MP1p1,TBD,2Q-4C-2D-4L,6,0,64512,0,PP-C00908,PP-R00908,1,External,Toshiba,SF-2281_Board
C22946,22946,SF-2281-Google,SF-2281-Google 240GB Toshiba32 eMLC BGA 16xTH58TAG7E2FBA89,Toshiba,32,eMLC,TH58TAG7E2FBA89,BGA,16,128,5260369,256,240,468862128,0,0,0,0,0,0,True,MP2,MP2,2Q-8C-1D-4L,6,0,64512,0,PP-C00850,PP-R00850,1,External,Google,SF-2281_Board
C22947,22947,SF-2281-Google,SF-2281-Google 60GB Toshiba32 eMLC BGA 8xTH58TAG6E2FBA49,Toshiba,32,eMLC,TH58TAG6E2FBA49,BGA,8,64,5260356,64,60,117231408,0,0,0,0,0,0,True,MP2,MP2,2Q-2C-1D-4L,6,0,64512,0,PP-C00720,PP-R00720,1,External,Google,SF-2281_Board
C22948,22948,SF-2281-Google,SF-2281-Google 120GB Toshiba32 eMLC BGA 16xTH58TAG6E2FBA49,Toshiba,32,eMLC,TH58TAG6E2FBA49,BGA,16,64,5260356,128,120,234441648,0,0,0,0,0,0,True,MP2,MP2,2Q-4C-1D-4L-S,6,0,64512,0,PP-C00854,PP-R00854,1,External,Google,SF-2281_Board
