2098S,2099S,2099E,2199
40,Hynix,512MB,SLC-4K,HYNIX_HY27SF16G2G2B_16Bit,ADBC9011,1,16b/1K,,16Bit,Y,,,
41,Hynix,512MB,SLC-2K,HY27UF084G2B,ADDC909554,1,16b/1K,,8Bit,Y,Y,Y,Y
42,Hynix,512MB,SLC-4K,HYNIX_HY27SF16G2G2B_16Bit,ADBC8016,1,33b/1K,,16Bit,Y,,,
43,Hynix,512MB,SLC-2K,H27U4G8F2E,ADDC909556,1,16b/1K,,8Bit,Y,Y,Y,Y
44,Hynix,512MB,SLC-2K,HY27UT084G2A,ADDC14A5,1,16b/1K,,8Bit,Y,Y,Y,Y
45,Hynix,512MB,SLC-2K,HY27UT084G2M,ADDC8425,1,16b/1K,,8Bit,Y,Y,Y,Y
46,Hynix,512MB,SLC-2K,HYNIX_HY27SF16G2G2B,ADB39111,1,16b/1K,,8Bit,Y,Y,Y,Y
47,Hynix,512MB,SLC-2K,HY27UF084G2B,ADDC109554,1,16b/1K,,8Bit,Y,Y,Y,Y
48,Hynix,512MB,SLC-2K,HY27U08AG2_16Bit,ADBC9055,1,16b/1K,,16Bit,Y,,,
49,Hynix,512MB,SLC-2K,HYNIX_HY27SF16G2G2B_16Bit,ADBC5155,1,16b/1K,,16Bit,Y,,,
50,Hynix,512MB,SLC-2K,HY27U(G/H)084G2M,ADDC8015,1,16b/1K,,8Bit,Y,Y,Y,Y
51,Hynix,512MB,SLC-2K,HYNIX_HY27SF16G2G2B_16Bit,ADBC1055,1,16b/1K,,16Bit,Y,,,
52,Hynix,1GB,MLC-4K,HY27U8G8T2B,ADD314B634,1,16b/1K,,8Bit,Y,Y,Y,Y
53,Hynix,1GB,SLC-2K,HYNIX_HY27SF16G2G2B_16Bit,ADB35155,1,16b/1K,,16Bit,Y,,,
54,Hynix,1GB,SLC-2K,MT29F8G16ADBDA,ADB3D155,1,16b/1K,,16Bit,Y,,,
55,Hynix,1GB,SLC-2K,HY27UG088G2M,ADD3C195,1,16b/1K,,8Bit,Y,Y,Y,Y
56,Hynix,1GB,SLC-2K,HY27UH088G2M,ADD35195,1,16b/1K,,8Bit,Y,Y,Y,Y
57,Hynix,1GB,MLC-2K,HY27UV088G2M,ADD38525,1,16b/1K,,8Bit,Y,Y,Y,Y
58,Hynix,1GB,SLC-2K,HY27UH088G2M,ADD38015,1,16b/1K,,8Bit,Y,Y,Y,Y
59,Hynix,1GB,MLC-2K,HY27UT088G2M/A,ADD314A5,1,16b/1K,,8Bit,Y,Y,Y,Y
60,Hynix,2GB,MLC-8K,H27UAG8T2C,ADD594DA74C4,1,43b/1K,,8Bit,Y,Y,Y,Y
61,Hynix,2GB,SLC-4K,H27QBG8GDA1R,ADE5902944,1,25b/1K,,8Bit,Y,Y,Y,Y
62,Hynix,2GB,MLC-4K,H27UAG8T2A,ADD59425,1,30b/1K,,8Bit,Y,Y,Y,Y
63,Hynix,2GB,MLC-8K,H27UAG8T2B,ADD5949A7442,1,30b/1K,,8Bit,Y,Y,Y,Y
64,Hynix,2GB,MLC-2K,HY27UU08AG2(M/A),ADD555A568,1,16b/1K,,8Bit,Y,Y,Y,Y
65,Hynix,2GB,MLC-4K,H27UAG8T2M,ADD514B644,1,16b/1K,,8Bit,Y,Y,Y,Y
66,Hynix,2GB,MLC-2K,H27UV08AG2M,ADD555A538,1,16b/1K,,8Bit,Y,Y,Y,Y
67,Hynix,4GB,SLC-4K,H27UCG8V5M,ADD755B6,1,16b/1K,,8Bit,Y,Y,Y,Y
68,Hynix,4GB,TLC-4K,H27UBG8M2A,ADD7188D0442,1,39b/1K,,8Bit,Y,Y,Y,Y
69,Hynix,4GB,MLC-8K,H27UBG8T2ATR,ADD7949A7442,1,30b/1K,,8Bit,Y,Y,Y,Y
70,Hynix,4GB,MLC-8K,H27UBG8T2BTR,ADE794DA74C3,1,43b/1K,,8Bit,Y,Y,Y,Y
71,Hynix,4GB,MLC-8K,MT29F32G08CBABA(L83),AD44C54BA9,1,43b/1K,,8Bit,Y,Y,Y,Y
72,Hynix,4GB,MLC-8K,H27UBG8T2BTR,ADD794DA74C3,1,43b/1K,,8Bit,Y,Y,Y,Y
73,Hynix,4GB,MLC-4K,H27UCG8V5A,ADD79525,1,30b/1K,,8Bit,Y,Y,Y,Y
74,Hynix,4GB,MLC-8K,H27UBG8T2D,ADD7149E344A,1,43b/1K,,8Bit,Y,Y,Y,Y
75,Hynix,4GB,MLC-4K,H27UCG8UDM/H27UCG8V5A,ADD794254441,1,30b/1K,,8Bit,Y,Y,Y,Y
76,Hynix,4GB,MLC-8K,H27UBG8T2C,ADD794916044,1,43b/1K,,8Bit,Y,Y,Y,Y
77,Hynix,8GB,MLC-16K,H27QCG8T2F,ADDE14AB424A,1,43b/1K,,8Bit,,,Y,Y
78,Hynix,8GB,TLC-16K,H27QCG882M,ADDE18030040,1,72b/1K,,8Bit,,,Y,Y
79,Hynix,8GB,MLC-8K,H27UCG8T2MYR,ADDE959A,1,30b/1K,,8Bit,Y,Y,Y,Y
80,Hynix,8GB,MLC-16K,H27UCG8T2E,ADDE14A7424A,1,43b/1K,,8Bit,,,Y,Y
81,Hynix,8GB,MLC-8K,H27UCG8T2A,ADDE94DA74C4,1,43b/1K,,8Bit,Y,Y,Y,Y
82,Hynix,8GB,MLC-16K,H27UCG8T2D,ADDE94974445,1,43b/1K,,8Bit,,,Y,Y
83,Hynix,8GB,MLC-16K,H27UCG8T2E,ADDE94A74248,1,43b/1K,,8Bit,,,Y,Y
84,Hynix,8GB,MLC-16K,H27UCG8T2E,AD3A15A7444A,1,43b/1K,,8Bit,,,Y,Y
85,Hynix,8GB,MLC-16K,H27UCG8T2E,ADDE94A7424A,1,43b/1K,,8Bit,,,Y,Y
86,Hynix,8GB,MLC-8K,H27UCG8T2A,ADEE95DA78C3,1,43b/1K,,8Bit,Y,Y,Y,Y
87,Hynix,8GB,MLC-8K,H27UCG8T2MYR,ADDE94D2,1,30b/1K,,8Bit,Y,Y,Y,Y
88,Hynix,8GB,MLC-16K,H27UCG8T2B,ADDE94EB7444,1,43b/1K,,8Bit,,,Y,Y
89,Hynix,16GB,MLC-16K,H27QDG8T2B8R,AD3A14AB424A,1,43b/1K,,8Bit,,,Y,Y
90,Hynix,16GB,MLC-16K,H27QFGDYEB0R,AD3A95EB78,1,43b/1K,,8Bit,,,Y,Y
91,Hynix,16GB,MLC-16K,H27QDG8T2C,AD5A14F30070,1,43b/1K,3D,8Bit,,,,Y
92,Hynix,16GB,TLC-16K,H27QDG8M2M,AD3A18A36125,1,72b/1K,,8Bit,,,Y,Y
93,Hynix,16GB,TLC-16K,H27QDG882B,AD3A18030050,1,72b/1K,,8Bit,,,Y,Y
94,Hynix,32GB,TLC-8K,H27QEG8M3M,AD5C28BA0080,1,72b/1K,3D,8Bit,,,,Y
95,Infenion,64MB,SLC-512,NAND_64MB,C166314F,1,7b/512B,,8Bit,Y,Y,Y,Y
96,Infenion,64MB,SLC-512,NAND_64MB,C1663131,1,7b/512B,,8Bit,Y,Y,Y,Y
97,Infenion,64MB,SLC-512,NAND_64MB,C16631D1,1,7b/512B,,8Bit,Y,Y,Y,Y
98,Infenion,64MB,SLC-512,NAND_64MB,C1663193,1,7b/512B,,8Bit,Y,Y,Y,Y
99,Infenion,64MB,SLC-512,NAND_64MB,C16631AF,1,7b/512B,,8Bit,Y,Y,Y,Y
100,Intel,256MB,SLC-2K,MT29F2G08_89AA8015,89AA8015,1,16b/1K,,8Bit,Y,Y,Y,Y
101,Intel,512MB,SLC-2K,JS29F04G08AANB1,89DC90955400,1,16b/1K,,8Bit,Y,Y,Y,Y
102,Intel,1GB,SLC-4K,Inter_1GB,8938002685,1,30b/1K,,8Bit,Y,Y,Y,Y
103,Intel,1GB,SLC-4K,Inter_1GB,8928002685,1,30b/1K,,8Bit,Y,Y,Y,Y
104,Intel,1GB,SLC-2K,I29F08G08AAMB1,89D394A5,1,16b/1K,,8Bit,Y,Y,Y,Y
105,Intel,1GB,SLC-2K,I29F08G08AAMB1,89D3D19558,1,16b/1K,,8Bit,Y,Y,Y,Y
106,Intel,1GB,SLC-2K,I29F08G08AAMB1,89D3942D64,1,30b/1K,,8Bit,Y,Y,Y,Y
107,Intel,1GB,SLC-4K,JS29F8G08AAMB2,89D3902E64C4,1,29b/1K,,8Bit,Y,Y,Y,Y
108,Intel,1GB,SLC-4K,JS29F08G08AANC1,89D3902E,1,29b/1K,,8Bit,Y,Y,Y,Y
109,Intel,2GB,SLC-4K,INTEL_I29F32G08FAMC1,89D5D12E,1,16b/1K,,8Bit,Y,Y,Y,Y
110,Intel,2GB,SLC-4K,I29F16G08ABABA_2,894801A686,1,30b/1K,,8Bit,Y,Y,Y,Y
111,Intel,2GB,SLC-4K,I29F16G08ABABA_2,894801A685,1,30b/1K,,8Bit,Y,Y,Y,Y
112,Intel,2GB,SLC-4K,I29F16G08ABABA,89480026,1,30b/1K,,8Bit,Y,Y,Y,Y
113,Intel,2GB,SLC-4K,I29F16G08ABABA_2,894821A685,1,30b/1K,,8Bit,Y,Y,Y,Y
114,Intel,2GB,SLC-4K,INTEL_L72A,8948044A,1,30b/1K,,8Bit,Y,Y,Y,Y
115,Intel,2GB,SLC-4K,JS29F16G08CBABA(L62A),89480446,1,30b/1K,,8Bit,Y,Y,Y,Y
116,Intel,2GB,SLC-4K,I29F16G08AFABA,89482026,1,30b/1K,,8Bit,Y,Y,Y,Y
117,Intel,2GB,SLC-4K,JS29F16G08AAMC1,89D5943E,1,29b/1K,,8Bit,Y,Y,Y,Y
118,Intel,2GB,SLC-4K,I29F16G08AAME1,8948244AA5,1,30b/1K,,8Bit,Y,Y,Y,Y
119,Intel,2GB,SLC-2K,JS29F32G08FAMB1,89D5D5A5,1,16b/1K,,8Bit,Y,Y,Y,Y
120,Intel,2GB,SLC-4K,JS29F16G08AAMC1,89D5943E74,1,29b/1K,,8Bit,Y,Y,Y,Y
121,Intel,4GB,MLC-4K,MT29F32G08CBAAA(L73A),89682446A9,1,30b/1K,,8Bit,Y,Y,Y,Y
122,Intel,4GB,SLC-4K,JS29F32G08AAME1,8968244AA9,1,30b/1K,,8Bit,Y,Y,Y,Y
123,Intel,4GB,MLC-8K,JS29F64G08JCME2,8988243BA9,1,30b/1K,,8Bit,Y,Y,Y,Y
124,Intel,4GB,SLC-4K,INTEL_I29F16B,896821A6A9,1,30b/1K,,8Bit,Y,Y,Y,Y
125,Intel,4GB,SLC-4K,JS29F64G08FAMC1,89D7D53E78,1,29b/1K,,8Bit,Y,Y,Y,Y
126,Intel,4GB,SLC-4K,I29F32G08(L73),896801A6A9,1,30b/1K,,8Bit,Y,Y,Y,Y
127,Intel,4GB,SLC-4K,I29F32G08(L73),896801A689,1,30b/1K,,8Bit,Y,Y,Y,Y
128,Intel,4GB,SLC-8K,I29F32G08AAME1_2,89682027A9,1,30b/1K,,8Bit,Y,Y,Y,Y
129,Intel,4GB,MLC-8K,Intel_L83,8944444BA9,1,43b/1K,,8Bit,Y,Y,Y,Y
130,Intel,4GB,MLC-8K,INTEL_8GB,89680027A9,1,30b/1K,,8Bit,Y,Y,Y,Y
131,Intel,4GB,SLC-4K,NTEL_I29F32G(L73A),8968044AA9,1,30b/1K,,8Bit,Y,Y,Y,Y
132,Intel,4GB,MLC-8K,Intel_L83,8944444BA4,1,43b/1K,,8Bit,Y,Y,Y,Y
133,Intel,4GB,SLC-4K,I29F32G08AAMDA,89680446,1,30b/1K,,8Bit,Y,Y,Y,Y
134,Intel,4GB,MLC-8K,MT29F_L7BT,8978044F89,1,67b/1K,,8Bit,,,Y,Y
135,Intel,4GB,SLC-4K,I29F32G08AAMD1,89D7943E,1,29b/1K,,8Bit,Y,Y,Y,Y
136,Intel,8GB,MLC-8K,Intel_8988044BA9(L74),8988044BA9,1,30b/1K,,8Bit,Y,Y,Y,Y
137,Intel,8GB,TLC-8K,I29F16B08CATE1(B74?),8988085F89,1,67b/1K,,8Bit,,,Y,Y
138,Intel,8GB,TLC-8K,I29F16B08CATE1(B74?),8988085FA9,1,67b/1K,,8Bit,,,Y,Y
139,Intel,8GB,MLC-16K,JS29F64G08XXX(M84),8964403CA9,1,39b/1K,,8Bit,,,Y,Y
140,Intel,8GB,SLC-16K,PF29F08B08MCMFH_1(L84C),8964643CA508,1,39b/1K,,8Bit,,,Y,Y
141,Intel,8GB,TLC-8K,JS29F64G08AATE1(B74?),8988285FA9,1,67b/1K,,8Bit,,,Y,Y
142,Intel,8GB,MLC-16K,PF29F08B08MCMFH(L84C),8964643CA5,1,39b/1K,,8Bit,,,Y,Y
143,Intel,8GB,MLC-16K,PF29F64G08LCMFH(L84C),8964643CA10C,1,39b/1K,,8Bit,,,Y,Y
144,Intel,8GB,MLC-8K,JS29F64G08ACME2(L74A),8988244BA9,1,30b/1K,,8Bit,Y,Y,Y,Y
145,Intel,8GB,MLC-16K,PF29F64G08LCMFH(L84C),8964643CA50C,1,39b/1K,,8Bit,,,Y,Y
146,Intel,8GB,MLC-8K,JS29F64G08AAMF1(L84),8988244BA984,1,43b/1K,,8Bit,Y,Y,Y,Y
147,Intel,8GB,SLC-16K,M84_HP_SLC,8964403CA5,1,39b/1K,,8Bit,,,Y,Y
148,Intel,8GB,MLC-8K,JS29F64G08AAMF1_1(L84),89644443A9,1,43b/1K,,8Bit,Y,Y,Y,Y
149,Intel,8GB,MLC-8K,JS29F64G08AAMF1_1(L84),8964444BA9,1,43b/1K,,8Bit,Y,Y,Y,Y
150,Intel,8GB,SLC-4K,MT29F128G08CJABA(L63B),898805C6A9,1,30b/1K,,8Bit,Y,Y,Y,Y
151,Intel,16GB,MLC-16K,PF29F16B08LCMFS(L85C),8984643CA90C,1,39b/1K,,8Bit,,,Y,Y
152,Intel,16GB,MLC-16K,PF29F16B08LCMFS_1(L85C),8984643CA50C,1,39b/1K,,8Bit,,,Y,Y
153,Intel,16GB,MLC-16K,JS29F16B08AAMF1(L85),8984643CA5,1,39b/1K,,8Bit,,,Y,Y
154,Intel,16GB,MLC-16K,JS29F16B08AAMF1(L85),89846434A5,1,39b/1K,,8Bit,,,Y,Y
155,Intel,16GB,MLC-8K,INTEL_89A825CBA9,89A825CBA9,1,30b/1K,,8Bit,Y,Y,Y,Y
156,Intel,16GB,MLC-8K,JS29F64G08ACME1,89C826CBA9,1,30b/1K,,8Bit,Y,Y,Y,Y
157,Intel,32GB,MLC-16K,MT29F256G08CBABA,89A4E53CA5,1,39b/1K,,8Bit,,,Y,Y
158,Intel,32GB,MLC-16K,I29F256G08CBCBB(L06B),89A46432AA01,1,72b/1K,3D,8Bit,,,Y,Y
159,Intel,32GB,TLC-16K,I29F256G08EBHAF(B16A),89A40832A1,1,72b/1K,3D,8Bit,,,Y,Y
160,MIRA,128MB,SLC-2K,POWERCHIP_ASU1GA30HT_S16bit,C8B1805540,1,16b/1K,,16Bit,Y,,,
161,MIRA,128MB,SLC-2K,Intel_F59D1G161A(X16),C8A18015407F,1,16b/1K,,16Bit,Y,,,
162,MIRA,128MB,SLC-2K,I29F1G08AAC,C8D18095,1,16b/1K,,8Bit,Y,Y,Y,Y
163,MIRA,128MB,SLC-2K,POWERCHIP_ASU1GA30HT,C8A1801540,1,16b/1K,,8Bit,Y,Y,Y,Y
164,MIRA,256MB,SLC-1K,POWERCHIP_512MB,C8BC9055,1,16b/1K,,8Bit,Y,Y,Y,Y
165,MIRA,256MB,SLC-2K,MT29F408_512MB,C8DA9095,1,16b/1K,,8Bit,Y,Y,Y,Y
166,MIRA,256MB,SLC-2K,POWERCHIP_ASU2GA30GT-256,C8AA9015,1,16b/1K,,8Bit,Y,Y,Y,Y
167,MIRA,512MB,SLC-2K,MT29F4G08AAA,C8DC9095,1,16b/1K,,8Bit,Y,Y,Y,Y
168,MIRA,1GB,MLC-4K,TC58NVG3D1DTG00_2,C8D3901934,1,29b/1K,,8Bit,Y,Y,Y,Y
169,MIRA,2GB,SLC-4K,P1UBGA32AT,C8D5142934,1,29b/1K,,8Bit,Y,Y,Y,Y
170,Micron,128MB,MLC-2K,MT29SB14T04N4A,2CA18095,1,16b/1K,,8Bit,Y,Y,Y,Y
171,Micron,128MB,SLC-2K,MTRON_2CCA80D5,2CB180D5,1,16b/1K,,16Bit,Y,,,
172,Micron,128MB,SLC-2K,MT29F1G08AAC_F,2CF18095,1,16b/1K,,8Bit,Y,Y,Y,Y
173,Micron,128MB,SLC-2K,MT29F1G08AAC_H,2CF1009582,1,16b/1K,,8Bit,Y,Y,Y,Y
174,Micron,128MB,SLC-2K,MT29F1G16ABA,2CB18055,1,16b/1K,,16Bit,Y,,,
175,Micron,128MB,SLC-2K,MT29F1G08ABC,2CA18015,1,16b/1K,,8Bit,Y,Y,Y,Y
176,Micron,256MB,SLC-2K,MT29F2G08AAD,2CDA8095,1,16b/1K,,8Bit,Y,Y,Y,Y
177,Micron,256MB,SLC-2K,MT29F2G08AAA,2CDA9095,1,16b/1K,,8Bit,Y,Y,Y,Y
178,Micron,256MB,SLC-2K,MT29F2G08AAA,2CD18095,1,16b/1K,,8Bit,Y,Y,Y,Y
179,Micron,256MB,SLC-2K,MT29F2G08AA(B/C),2CDA8015,1,16b/1K,,8Bit,Y,Y,Y,Y
180,Micron,256MB,SLC-2K,MICRON_2CAA9015,2CAA9015,1,16b/1K,,8Bit,Y,Y,Y,Y
181,Micron,256MB,SLC-2K,MT29F2G16ABA,2CBA8055,1,16b/1K,,16Bit,Y,,,
182,Micron,256MB,SLC-2K,MTRON_2CCA80D5,2CCA80D52040,1,16b/1K,,8Bit,Y,Y,Y,Y
183,Micron,256MB,SLC-2K,MT29F2G16ABA_1,2CBA9055,1,16b/1K,,16Bit,Y,,,
184,Micron,256MB,SLC-2K,MT29F2G08AAA,2CDA0095,1,16b/1K,,8Bit,Y,Y,Y,Y
185,Micron,256MB,SLC-2K,MT29F2G08_2CAA8015,2CAA8015,1,16b/1K,,8Bit,Y,Y,Y,Y
186,Micron,512MB,SLC-4K,MT29F4G08ABBEA(M70M),2CBC906654,1,30b/1K,,8Bit,Y,Y,Y,Y
187,Micron,512MB,SLC-4K,MICRON_MT29F4G16AAC,2CCC90E6,1,7b/1K,,16Bit,Y,,,
188,Micron,512MB,SLC-2K,MT29F4G16BA(B/C)(16bit),2CCC8055,1,16b/1K,,16Bit,Y,,,
189,Micron,512MB,SLC-2K,MT29F4G08AAA,2CDC0095,1,16b/1K,,8Bit,Y,Y,Y,Y
190,Micron,512MB,MLC-2K,MT29F4G08MAA,2C846000,1,16b/1K,,8Bit,Y,Y,Y,Y
191,Micron,512MB,SLC-2K,MT29F4G08AAA,2CDC9095,1,16b/1K,,8Bit,Y,Y,Y,Y
192,Micron,512MB,MLC-2K,MT29F4G08BBC,2CAC8015,1,16b/1K,,8Bit,Y,Y,Y,Y
193,Micron,512MB,SLC-2K,MICRON_MT29F4G08_512MB,2CCC90D556,1,16b/1K,,16Bit,Y,,,
194,Micron,512MB,SLC-4K,MT29F4G08ABAEA,2CDC90A6,1,30b/1K,,8Bit,Y,Y,Y,Y
195,Micron,512MB,SLC-2K,K9F2G16UOX_16Bit,2CBC0055,1,16b/1K,,16Bit,Y,,,
196,Micron,512MB,MLC-2K,MT29F4G0_512MB,2CAC9015,1,16b/1K,,8Bit,Y,Y,Y,Y
197,Micron,512MB,SLC-2K,MT29F4G08BA(B/C),2CDC8015,1,16b/1K,,8Bit,Y,Y,Y,Y
198,Micron,512MB,MLC-4K,MT29F4G08_M70M,2CAC9026,1,30b/1K,,8Bit,Y,Y,Y,Y
199,Micron,512MB,SLC-2K,MT29F4G16ABC,2CBC9055,1,16b/1K,,16Bit,Y,,,
200,Micron,1GB,SLC-2K,MICRON_MT29F8G08BAA,2CD3D195,1,16b/1K,,8Bit,Y,Y,Y,Y
201,Micron,1GB,SLC-4K,MT29H8G08ACAH2,2C38202685,1,30b/1K,,8Bit,Y,Y,Y,Y
202,Micron,1GB,SLC-2K,MT29F8G08MAA,2CD34195,1,16b/1K,,8Bit,Y,Y,Y,Y
203,Micron,1GB,SLC-4K,MT29F8G08ABBCA,2CA3902664,1,30b/1K,,8Bit,Y,Y,Y,Y
204,Micron,1GB,SLC-4K,MT29F08CBAAA,2C28002685,1,30b/1K,,8Bit,Y,Y,Y,Y
205,Micron,1GB,SLC-4K,MICRON_L72HP,2C38044A,1,30b/1K,,8Bit,Y,Y,Y,Y
206,Micron,1GB,SLC-4K,MT29F8G08ABACA,2CD390A664,1,30b/1K,,8Bit,Y,Y,Y,Y
207,Micron,1GB,SLC-4K,MT29H8G08ACAH1,2C380026,1,30b/1K,,8Bit,Y,Y,Y,Y
208,Micron,1GB,SLC-4K,MT29F8G08ABACA,2CD392A664,1,30b/1K,,8Bit,Y,Y,Y,Y
209,Micron,1GB,SLC-2K,MT29F8G16ADBDA,2CB3D155,1,16b/1K,,16Bit,Y,,,
210,Micron,1GB,SLC-4K,MT29F8G16ABACA(M71M),2CB39066,1,30b/1K,,16Bit,Y,,,
211,Micron,1GB,SLC-2K,MT29F8G08_1GB,2CA3D1155A,1,16b/1K,,8Bit,Y,Y,Y,Y
212,Micron,1GB,SLC-2K,MT29F8G16MAA,2CC3946564,1,16b/1K,,16Bit,Y,,,
213,Micron,1GB,SLC-2K,MT29F8G08MAA,2CD384A5,1,16b/1K,,8Bit,Y,Y,Y,Y
214,Micron,1GB,SLC-4K,MT29F8G08AAA,2CD3902E,1,29b/1K,,8Bit,Y,Y,Y,Y
215,Micron,1GB,SLC-2K,MT29F8G08MAA,2CD394A5,1,16b/1K,,8Bit,Y,Y,Y,Y
216,Micron,1GB,SLC-2K,MT29F8G08MAD,2CD3942D,1,30b/1K,,8Bit,Y,Y,Y,Y
217,Micron,1GB,SLC-4K,MICRON_MT29F8G16ABACA,2CC390E6,1,30b/1K,,16Bit,Y,,,
218,Micron,1GB,SLC-4K,MT29F8G08QAA_1,2CD5903E7498,1,7b/1K,,8Bit,Y,Y,Y,Y
219,Micron,1GB,MLC-2K,MICRON_MT29F8G08_1024MB,2CC3D1D55A,1,16b/1K,,16Bit,Y,,,
220,Micron,2GB,SLC-4K,MT29F16G08CBABA,2C48FF26A9,1,30b/1K,,8Bit,Y,Y,Y,Y
221,Micron,2GB,SLC-4K,MT29F32G08QAA(L52A),2CD5943E,1,29b/1K,,8Bit,Y,Y,Y,Y
222,Micron,2GB,MLC-8K,MT29F16G08CBABA,2C24444BA4,1,30b/1K,,8Bit,Y,Y,Y,Y
223,Micron,2GB,SLC-4K,MICRON_MT29F16G08ADACA,2CD5D12E68,1,30b/1K,,8Bit,Y,Y,Y,Y
224,Micron,2GB,SLC-4K,MT29F16G08CBACA(L72A),2C48044AA4,1,30b/1K,,8Bit,Y,Y,Y,Y
225,Micron,2GB,SLC-4K,MT29F16G16ADBCA,2CA5D12668,1,30b/1K,,8Bit,Y,Y,Y,Y
226,Micron,2GB,SLC-4K,MT29F16G16ADBCA,2CB5D16668,1,30b/1K,,16Bit,Y,,,
