2093,2096P,2096,2096PT,2098P,2098E
24,Samsung,4GB,TLC-8K,K9ABGD8U0B,EC D7 98 CE,1CE,60b/1KB,27nm,8bit,N,N,N,Y,Y,Y
25,Samsung,4GB,MLC-8K,K9GBGD8U0B,EC D7 94 7E,1CE,40b/1KB,21nm,8bit,N,N,N,Y,Y,Y
26,Samsung,4GB,MLC-8K,K9LBG08U0E,EC D7 C5 72 54 42,2CE,24b/1KB,32nm,8Bit,N,Y,Y,,Y,Y
27,Samsung,4GB,MLC-8K,K9GBG08U0A,EC D7 94 7A 54,1CE,24b/1KB,,8bit,N,Y,Y,,Y,Y
28,Samsung,4GB,MLC-8K,K9GBGD8X0M,EC D7 14 76,1CE,24b/0KB,35nm,8bit,Y,Y,Y,,Y,Y
29,Samsung,4GB,MLC-8K,K9GBG08U0M,EC D7 94 72,1CE,24b/1KB,35nm,8bit,Y,Y,Y,,Y,Y
30,Samsung,4GB,MLC-8K,K9GBG08U0X,EC D7 94 76 64,1CE,40b/1KB,27nm,8bit,N,Y,Y,,,
31,Samsung,4GB,MLC-4K,K9LBG08U1M,EC D3 14 A5,2CE,4b/512B,51nm,8Bit,Y,Y,Y,,,
32,Samsung,4GB,MLC-4K,K9LBG08U0D,EC D7 D5 29,1CE,4b/512B,42nm,8Bit,Y,Y,Y,,,
33,Samsung,4GB,MLC-4K,K9LBG08U0M,EC D7 55 B6,1CE,4b/512B,51nm,8Bit,Y,Y,Y,,,
34,Samsung,4GB,MLC-2K,K9HBG08U1M,EC D5 55 25,2CE,4b/512B,60nm,8Bit,Y,Y,Y,,,
35,Samsung,4GB,MLC-2K,K9MBG08U5M,EC D3 55 25,4CE,4b/512B,90nm,8bit,Y,Y,Y,,,
36,Samsung,4GB,SLC-4K,K9WBG08U1M,EC D5 51 A6,2CE,1b/512B,51nm,8Bit,Y,Y,Y,,,
37,Samsung,4GB,SLC-2K,K9NBG08U5A,EC D3 51 95,4CE,1b/512B,60nm,8Bit,Y,Y,Y,,,
38,Samsung,4GB,SLC-2K,K9NBG08U5M,EC D3 51 95,4CE,1b/512B,70nm,8Bit,Y,Y,Y,,,
39,Samsung,4GB,TLC-8K,K9ABGD8U0C(TOG),EC D7 98 CE 74 C4,1CE,60/1K,21nm,8bit,N,N,N,,Y,Y
40,Samsung,2GB,TLC-8K,K9AAGD8U0A(TOG),EC D5 98 CE 74 C4,1CE,60/1K,21nm,8bit,N,N,N,,Y,Y
41,Samsung,2GB,TLC-4K,K9AAG08U0M,EC D5 98 71 54 40,1CE,,51nm,8bit,N,Y,Y,,,
42,Samsung,2GB,MLC-8K,K9GAG08U0F,EC D5 94 76 54,1CE,,,8Bit,N,Y,Y,,Y,Y
43,Samsung,2GB,MLC-8K,K9GAG08U0E,EC D5 84 72 50 42,1CE,24b/1KB,32nm,8Bit,N,Y,Y,,Y,Y
44,Samsung,2GB,MLC-4K,K9GAG08U0D,EC D5 94 29,1CE,8b/512B,42nm,8Bit,Y,Y,Y,,Y,Y
45,Samsung,2GB,MLC-4K,K9GAG08U0A,EC D5 94 36,1CE,4b/512B,51nm,8Bit,Y,Y,Y,,,
46,Samsung,2GB,MLC-4K,K9LAG08U0A,EC D5 55 A5,1CE,4b/512B,51nm,8bit,Y,Y,Y,,,
47,Samsung,2GB,MLC-4K,K9GAG08U0M,EC D5 14 B6,1CE,4b/512B,51nm,8Bit,Y,Y,Y,,Y,Y
48,Samsung,2GB,MLC-2K,K9LAG08U0M,EC D5 55 25,1CE,4b/512B,60nm,8Bit,Y,Y,Y,,,
49,Samsung,2GB,MLC-2K,K9HAG08U1M,EC D3 55 25,2CE,4b/512B,90nm,8Bit,Y,Y,Y,,,
50,Samsung,2GB,SLC-4K,K9KAG08U0M,EC D5 51 A6,1CE,1b/512B,51nm,8Bit,Y,Y,Y,,,
51,Samsung,2GB,SLC-2K,K9WAG08U1B,EC D3 51 95,2CE,1b/512B,60nm,8Bit,Y,Y,Y,,,
52,Samsung,2GB,SLC-2K,K9WAG08U1A,EC D3 51 95,2CE,1b/512B,60nm,8bit,Y,Y,Y,,,
53,Samsung,2GB,SLC-2K,K9WAG08U1M,EC D3 51 95,2CE,1b/512B,70nm,8Bit,Y,Y,Y,,,
54,Samsung,1GB,MLC-8K,K9G8G08U0C,EC D3 84 72 50,1CE,24b/1KB,32nm,8bit,N,Y,Y,,Y,Y
55,Samsung,1GB,MLC-2K,K9G8G08U0B,EC D3 14 A5,1CE,4b/512B,59nm,8Bit,Y,Y,Y,,,
56,Samsung,1GB,MLC-2K,K9G8G08U0B,EC 00 00 00,1CE,4b/512B,59nm,8Bit,Y,Y,Y,,,
57,Samsung,1GB,MLC-2K,K9G8G08U0A,EC D3 14 A5,1CE,4b/512B,51nm,8Bit,Y,Y,Y,,,
58,Samsung,1GB,MLC-2K,K9G8G08U0M,EC D3 14 25,1CE,4b/512B,60nm,8Bit,Y,Y,Y,,,
59,Samsung,1GB,MLC-2K,K9L8G08U0A,EC D3 55 25,1CE,4b/512B,60nm,8bit,Y,Y,Y,,,
60,Samsung,1GB,MLC-2K,K9L8G08U0M,EC D3 55 25,1CE,4b/512B,90nm,8Bit,Y,Y,Y,,,
61,Samsung,1GB,SLC-4K,K9F8G08U0M,EC D3 10 A6,1CE,1b/512B,51nm,8Bit,Y,Y,Y,,,
62,Samsung,1GB,SLC-2K,K9W8G08U1M,EC DC C1 15,2CE,1b/512B,70nm,8Bit,Y,Y,Y,,,
63,Samsung,1GB,SLC-2K,K9K8G08U0A,EC D3 51 95,1CE,1b/512B,60nm,8Bit,Y,Y,Y,,Y,Y
64,Samsung,1GB,SLC-2K,K9K8G08U0B,EC D3 51 95,1CE,1b/512B,60nm,8Bit,Y,Y,Y,,Y,Y
65,Samsung,1GB,SLC-2K,K9K8G08U0M,EC D3 51 95,1CE,1b/512B,70nm,8bit,Y,Y,Y,,Y,Y
66,Samsung,1GB,SLC-2K,K9K8G08U1A,EC DC 10 95,2CE,1b/512B,60nm,8Bit,Y,Y,Y,,Y,Y
67,Samsung,1GB,SLC-2K,K9K8G08U1M,EC DC 10 95,2CE,1b/512B,70nm,8Bit,Y,Y,Y,,,
68,Samsung,512MB,MLC-2K,K9G4G08U0A,EC DC 14 25,1CE,4b/512B,60nm,8Bit,Y,Y,Y,,,
69,Samsung,512MB,MLC-2K,K9G4G08U0B,EC DC 14 A5,1CE,4b/512B,60nm,8Bit,Y,Y,Y,,,
70,Samsung,512MB,MLC-2K,K9G4G08U0M,EC DC 14 25,1CE,4b/512B,90nm,8Bit,Y,Y,Y,,,
71,Samsung,512MB,SLC-2K,K9F4G08U0A,EC DC 10 95,1CE,1b/512B,60nm,8Bit,Y,Y,Y,,,
72,Samsung,512MB,SLC-2K,K9F4G08U0B,EC DC 10 95,1CE,1b/512B,60nm,8bit,Y,Y,Y,,,
73,Samsung,512MB,SLC-2K,K9F4G08U0M,EC DC 10 95,1CE,1b/512B,70nm,8Bit,Y,Y,Y,,,
74,Samsung,512MB,SLC-2K,K9K4G08U0M,EC DC C1 15,1CE,1b/512B,90nm,8Bit,Y,Y,Y,,,
75,Samsung,512MB,SLC-2K,K9W4G08U1M,EC DA C1 15,2CE,1b/512B,90nm,8Bit,Y,Y,Y,,,
76,Samsung,512MB,SLC-2K,K9K4G16U0x,EC CC C1 55,1CE,1b/512B,,16Bit,Y,Y,Y,,,
77,Samsung,256MB,MLC-2K,K9G2G08U0M,EC DA 14 25,1CE,4b/512B,60nm,8bit,Y,Y,Y,,Y,Y
78,Samsung,256MB,MLC-2K,K522F1GACM,EC AA 00 15,1CE,,,8Bit,Y,Y,Y,,,
79,Samsung,256MB,MLC-512,KBE00S003M,EC 71 A5 C0,1CE,1b/512B,,8Bit,Y,Y,Y,,,
80,Samsung,256MB,MLC-512,KAG00600S,EC 71 5A 3F,1CE,,,8Bit,Y,Y,Y,,,
81,Samsung,256MB,SLC-2K,K9K2G08U0x,EC DA 80 15,1CE,1b/512B,90nm,8Bit,Y,Y,Y,,Y,Y
82,Samsung,256MB,SLC-2K,K9K2G08U0M,EC DA C1 15,1CE,1b/512B,90nm,8Bit,Y,Y,Y,,,
83,Samsung,256MB,SLC-2K,K9F2G08U0A,EC DA 10 95,1CE,1b/512B,60nm,8Bit,Y,Y,Y,,,
84,Samsung,256MB,SLC-2K,K9F2G08U0B,EC DA 10 95,1CE,1b/528B,60nm,8Bit,Y,Y,Y,,,
85,Samsung,256MB,SLC-2K,K9F2G08U0M,EC DA 80 15,1CE,1b/512B,90nm,8bit,Y,Y,Y,,,
86,Samsung,256MB,SLC-2K,K9F2G08R0M,EC AA 80 15,1CE,1b/512B,90nm,8Bit,Y,Y,Y,,,
87,Samsung,256MB,SLC-2K,K9F2G16U0x,EC CA 80 55,1CE,1b/512B,,16Bit,Y,Y,Y,,,
88,Samsung,128MB,SLC-2K,K9F1G08U0C,EC F1 00 95,1CE,1b/512B,90nm,8Bit,Y,Y,Y,,,
89,Samsung,128MB,SLC-2K,K9F1G08U0B,EC F1 00 95,1CE,1b/512B,60nm,8Bit,Y,Y,Y,,,
90,Samsung,128MB,SLC-2K,K9F1G08U0A,EC F1 80 15,1CE,1b/512B,90nm,8Bit,Y,Y,Y,,,
91,Samsung,128MB,SLC-2K,K9F1G08U0M,EC F1 80 15,1CE,1b/512B,90nm,8bit,Y,Y,Y,,,
92,Samsung,128MB,SLC-2K,K9F1G08U0M,EC F1 80 10,1CE,1b/512B,90nm,8bit,Y,Y,Y,,,
93,Samsung,128MB,SLC-2K,K9F1G16U0M,EC B1 00 55,1CE,1b/512B,,16Bit,Y,Y,Y,,,
94,Samsung,128MB,SLC-2K,K9F1G16U0M,EC C1 80 55,1CE,1b/512B,,16Bit,Y,Y,Y,,,
95,Samsung,128MB,SLC-512,K9K1G08U0A,EC 79 A5 C0,1CE,1b/512B,,8Bit,Y,Y,Y,,,
96,Samsung,128MB,SLC-512,K9K1G08U0M,EC 79 A5 C0,1CE,1b/512B,,8Bit,Y,Y,Y,,,
97,Samsung,128MB,SLC-512,K9K1G08U0X,EC 78 5A 3F,1CE,1b/512B,,8Bit,Y,Y,Y,,,
98,Samsung,64MB,SLC-512,K9F1208U0B,EC 76 A5 C0,1CE,1b/512B,,8Bit,Y,Y,Y,,,
99,Samsung,64MB,SLC-512,K9F1208R0B,EC 36 A5 C0,1CE,1b/512B,,8Bit,Y,Y,Y,,,
100,Samsung,64MB,SLC-512,K9F1208U0A,EC 76 A5 C0,1CE,1b/512B,,8bit,Y,Y,Y,,,
101,Samsung,64MB,SLC-512,K9F1208U0M,EC 76 A5 C0,1CE,1b/512B,,8Bit,Y,Y,Y,,,
102,Samsung,64MB,SLC-512,K9K1208U0C,EC 76 A5 BD,1CE,1b/512B,,8Bit,Y,Y,Y,,,
103,Samsung,64MB,SLC-512,K9F1208U0C,EC 76 5A 3F,1CE,1b/512B,,8Bit,Y,Y,Y,,,
104,Samsung,32MB,SLC-512,K9F5608U0C,EC 75 A5 BD,1CE,1b/512B,,8Bit,Y,Y,Y,,,
105,Samsung,32MB,SLC-512,K9F5608R0D,EC 35 A5 BD,1CE,1b/512B,,8Bit,Y,Y,Y,,,
106,Samsung,32MB,SLC-512,K9F5608U0B,EC 75 A5 BD,1CE,1b/512B,,8Bit,Y,Y,Y,,,
107,Samsung,32MB,SLC-512,K9F5608U0A,EC 75 A5 BD,1CE,1b/512B,,8Bit,Y,Y,Y,,,
108,Samsung,16MB,SLC-512,K9F2808U0B,EC 73 A5 EC,1CE,1b/512B,,8bit,Y,Y,Y,,,
109,Samsung,16MB,SLC-512,K9F2808U0C,EC 73 A5 33,1CE,1b/512B,,8Bit,Y,Y,Y,,,
110,Toshiba,32GB,MLC-8K,TH58NVG8D2ELA89,98 DE 95 32,4CE,24b/1KB,43nm,8Bit,Y,Y,Y,,Y,Y
111,Toshiba,32GB,MLC-8K,TH58NVG8D2FLA89,98 4A 96 32 7E 55,4CE,60b/1KB,32nm,8Bit,N,Y,Y,,Y,Y
112,Toshiba,32GB,MLC-8K,TC58NVG8D2GTA20,98 3A A5 82 7A 56,2CE,60b/1KB,24nm,8Bit,,,,,Y,Y
113,Toshiba,32GB,MLC-8K,TC58NVG8D2GTA20,98 3A 95 82 7A 56,2CE,60b/1KB,24nm,8Bit,,,,,Y,Y
114,Toshiba,32GB,MLC-8K,TH58NVG8D2FLA89,98 EE 95 32 7A 55,4CE,24b/1KB,32nm,8Bit,N,Y,Y,,Y,Y
115,Toshiba,32GB,TLC-8K,TC58NVG8T2HTA20,98 3A 99 92 76 56,2CE,60b/1KB,24nm,8Bit,,,,,Y,Y
116,Toshiba,32GB,TLC-8K,TC58TVG7T2HBA4C(TOG),98 3A 99 92 76 D6,2CE,60b/1KB,24nm,8Bit,,,,,Y,Y
117,Toshiba,32GB,TLC-8K,TC58NVG8T2JTA20,98 3A A8 92 76 57,2CE,60b/1KB,19nm,8Bit,,,,,Y,Y
118,Toshiba,32GB,TLC-8K,TC58TVG8T2JBA4C(TOG),98 3A A8 92 76 D7,2CE,60b/1KB,19nm,8Bit,,,,,Y,Y
119,Toshiba,32GB,TLC-8K,TC58NVG8T2JTA20,98 4C A8 92 76 57,2CE,60b/1KB,19nm,8Bit,,,,,Y,Y
120,Toshiba,32GB,TLC-8K,TC58TVG8T2JBA4C(TOG),98 4C A8 92 76 D7,2CE,60b/1KB,19nm,8Bit,,,,,Y,Y
121,Toshiba,16GB,MLC-8K,TOSHIBA_98E79432,98 E7 94 32 76 55,4CE,24b/1KB,32nm,8bit,N,Y,Y,,Y,Y
122,Toshiba,16GB,TLC-16K,TC58NVG7T2HTA00,98 3A 99 92 76 56,1CE,60b/1KB,24nm,8bit,,,,,Y,Y
123,Toshiba,16GB,TLC-16K,TC58TVG7T2HTA00(TOG),98 3A 99 92 76 D6,1CE,60b/1KB,24nm,8bit,,,,,Y,Y
124,Toshiba,16GB,TLC-16K,TC58NVG7T2HTA20,98 DE 98 92 72 56,2CE,60b/1KB,24nm,8bit,,,,,Y,Y
125,Toshiba,16GB,TLC-16K,TC58TVG7T2HBA4C(TOG),98 DE 98 92 72 D6,2CE,60b/1KB,24nm,8bit,,,,,Y,Y
126,Toshiba,16GB,TLC-16K,TC58NVG7T2JTA00,98 3A A8 92 76 57,1CE,60b/1KB,19nm,8bit,,,,,Y,Y
127,Toshiba,16GB,TLC-16K,TC58TVG7T2JTA00(TOG),98 3A A8 92 76 D7,1CE,60b/1KB,19nm,8bit,,,,,Y,Y
128,Toshiba,16GB,TLC-16K,TC58NVG7T2JTA00,98 4C A8 92 76 57,1CE,60b/1KB,19nm,8bit,,,,,Y,Y
129,Toshiba,16GB,TLC-16K,TC58TVG7T2JTA00(TOG),98 4C A8 92 76 D7,1CE,60b/1KB,19nm,8bit,,,,,Y,Y
130,Toshiba,16GB,MLC-16K,016G(6T2H_TOSHIBA),98 4C 99 92 76 56,2CE,24b/1KB,24nm,8bit,,,,,Y,Y
131,Toshiba,16GB,MLC-8K,TC58NVG7D2GTA20,98 DE 94 82/83 76,2CE,24b/1KB,24nm,8bit,,,,,Y,Y
132,Toshiba,16GB,MLC-16K,TCGVX1G7D2GLA08(E2NAND),98 00 045 616/18/1A,1CE,24b/1KB,24nm,8Bit,,,,,Y,Y
133,Toshiba,16GB,TLC-8K,TC58NVG6T7FTA00,98 4A A91 482 7E D5,1CE,60b/1KB,32nm,8bit,,,,,Y,Y
134,Toshiba,8GB,TLC-8K,TC58NVG6T7FTA00,98 CE A8 82 7A 55,1CE,60b/1KB,32nm,8bit,,,,,Y,Y
135,Toshiba,8GB,TLC-8K,TC58NVG6T2HTA00,98 DE 98 92 72 56,1CE,64b/1KB,24nm,8bit,,,,,Y,Y
136,Toshiba,8GB,TLC-8K,TC58TVG6T2HTA00(TOG),98 DE 98 92 72 D6,1CE,60b/1KB,24nm,8bit,,,,,Y,Y
137,Toshiba,8GB,TLC-8K,TC58NVG6T2HTA20,98 D7 98 92 72 56,2CE,60b/1KB,24nm,8bit,,,,,Y,Y
138,Toshiba,8GB,TLC-8K,TC58TVG6T2HBA4C(TOG),98 D7 98 92 72 D6,2CE,60b/1KB,24nm,8bit,,,,,Y,Y
139,Toshiba,8GB,TLC-16K,TC58NVG6T2JTA00,98 DE 98 92 72 57,1CE,64b/1KB,19nm,8bit,,,,,Y,Y
140,Toshiba,8GB,TLC-16K,TC58TVG6T2JTA00(TOG),98 DE 98 92 72 D7,1CE,60b/1KB,19nm,8bit,,,,,Y,Y
141,Toshiba,8GB,MLC-16K,TC58NVG6DCJTA00,98 DE 84 93 72 57,1CE,40b/1KB,19nm,8bit,,,,,Y,Y
142,Toshiba,8GB,MLC-16K,TC58TEG6DCJTA00(TOG),98 DE 84 93 72 D7,1CE,40b/1KB,19nm,8bit,,,,,Y,Y
143,Toshiba,8GB,MLC-16K,TC58NVG6DDJTA00,98 DE 94 93 76 57,1CE,40b/1KB,19nm,8bit,,,,,Y,Y
144,Toshiba,8GB,MLC-16K,TC58TEG6DDJTA00(TOG),98 DE 94 93 76 D7,1CE,40b/1KB,19nm,8bit,,,,,Y,Y
145,Toshiba,8GB,MLC-8K,TC58NVG6D2GTA00,98 DE 94 82 76 56,1CE,24b/1KB,24nm,8bit,,,,,Y,Y
146,Toshiba,8GB,MLC-8K,TC58NVG6D2HTA00,98 DE A4 82 76 56,1CE,24b/1KB,24nm,8bit,,,,,Y,Y
147,Toshiba,8GB,MLC-8K,TC58TEG6D2HTA00(T0G),98 DE A4 82 76 D6,1CE,24b/1KB,24nm,8bit,,,,,Y,Y
148,Toshiba,8GB,MLC-8K,TC58NVG6D2JTA00,98 DE A4 82 76,1CE,40b/1KB,19nm,8bit,,,,,Y,Y
149,Toshiba,8GB,TLC-8K,TC58NVG6T2FTA00,98 DE AD78 /8527 7A 55,1CE,60b/1KB,32nm,8bit,,,,,Y,Y
150,Toshiba,8GB,TLC-8K,TC58NVG6T2FTA00(D3),98 DE A8 82 7A D5,1CE,60b/1KB,32nm,8Bit,,,,,Y,Y
151,Toshiba,8GB,TLC-8K,TH58NVG6T2ETA2A_2,98 D7 99 B2,2CE,24b/1KB,43nm,8Bit,N,Y,Y,,Y,Y
152,Toshiba,8GB,TLC-8K,TH58NVG6T2ETA20,98 D7 98 B2,2CE,24b/1KB,43nm,8Bit,N,Y,Y,,Y,Y
153,Toshiba,8GB,TLC-8K,TH58NVG6T2ETA2A,98 DE 9A B2,1CE,,,,N,Y,Y,,,,
154,Toshiba,8GB,MLC-8K,TC58NVG6D2GTA00,98 DE 94 82 76 56,1CE,40b/1KB,24nm,8bit,N,Y,Y,,Y,Y
155,Toshiba,8GB,MLC-8K,TC58NVG6D2HTA00,98 DE A4 82 76 56,1CE,40b/1KB,24nm,8bit,N,Y,Y,,Y,Y
156,Toshiba,8GB,MLC-8K,TH58NVG6D2FTA20,98 D7 94 32 76 55,2CE,24b/1KB,32nm,8Bit,N,Y,Y,,Y,Y
157,Toshiba,8GB,MLC-8K,TH58NVG6D2ETA20,98 D7 95 32 7A,2CE,24b/1KB,43nm,8Bit,N,Y,Y,,Y,Y
158,Toshiba,8GB,MLC-4K,TH58NVG6D1DTG20,98 D7 95 BA,2CE,8b/512B,56nm,8Bit,Y,Y,Y,,,
159,Toshiba,8GB,MLC-4K,TH58NVG6D1DTG80,98 D5 94 BA,4CE,8b/512B,56nm,8Bit,Y,Y,Y,,Y,Y
160,Toshiba,4GB,TLC-16K,TC58NVG5T2HTA00,98 D7 98 92 72 56,1CE,64b/1KB,24nm,8Bit,,,,,Y,Y
161,Toshiba,4GB,TLC-16K,TC58TVG5T2HTA00(TOG),98 D7 98 92 72 D6,1CE,60b/1KB,24nm,8Bit,,,,,Y,Y
162,Toshiba,4GB,TLC-16K,TC58NVG5T2JTA00,98 D7 98 92 72 57,1CE,64b/1KB,19nm,8Bit,,,,,Y,Y
163,Toshiba,4GB,TLC-16K,TC58TVG5T2JTA00(TOG),98 D7 98 92 72 D7,1CE,60b/1KB,19nm,8Bit,,,,,Y,Y
164,Toshiba,4GB,TLC-8K,TC58NVG5T2FTA00,98 D7 98 82 76,1CE,60b/1KB,32nm,8Bit,,,,,Y,Y
165,Toshiba,4GB,TLC-8K,TC58NVG5T2FTA00,98 D7 9545 /3D52 76 D5,1CE,60b/1KB,32nm,8Bit,,,,,Y,Y
166,Toshiba,4GB,TLC-8K,TC58NVG5T2FTA00,99 D7 94/D4 32 76,1CE,60b/1KB,32nm,8Bit,,,,,Y,Y
167,Toshiba,4GB,TLC-8K,TC58NVG5T2FTA00,99 C7 985 5B2 76 D5,1CE,60b/1KB,32nm,8Bit,,,,,Y,Y
168,Toshiba,4GB,TLC-8K,TC58NVG5T2FTA00,99 C7 98 82 76 55,1CE,60b/1KB,32nm,8Bit,,,,,Y,Y
169,Toshiba,4GB,TLC-8K,TC58NVG5T2FTA00(D3),98 D7 98 B2 76 D5,1CE,60b/1KB,32nm,8Bit,,,,,Y,Y
170,Toshiba,4GB,TLC-8K,TH58NVG5T2ETA20,98 D5 98 B2,2CE,24b/1KB,43nm,8Bit,N,Y,Y,,Y,Y
171,Toshiba,4GB,TLC-8K,TC58NVG5T2ETA20,98 D7 99 B2,1CE,24b/1KB,43nm,8Bit,N,Y,Y,,Y,Y
172,Toshiba,4GB,TLC-8K,TC58NVG5T2ETA00,98 D7 98 B2 76 54,1CE,24b/1KB,43nm,8Bit,N,Y,Y,,Y,Y
173,Toshiba,4GB,TLC-8K,TC58NVG5T2ETA00X,98 D7 80 B2,1CE,24b/1KB,43nm,8Bit,N,Y,Y,,Y,Y
174,Toshiba,4GB,TLC-8K,TH58NVG5T2DTG20,98 D5 98 83,2CE,24b/1KB,56nm,8Bit,N,Y,Y,,,
175,Toshiba,4GB,MLC-16K,TC58TEG5DCJTA00(TOG),98 D7 84 93 72 57,1CE,64b/1KB,19nm,8Bit,,,,,Y,Y
176,Toshiba,4GB,MLC-8K,TC58NVG5D2GTA00,98 D7 94 32 76 56,1CE,40b/1KB,24nm,8bit,N,Y,Y,,Y,Y
177,Toshiba,4GB,MLC-8K,TC58NVG5D2ELA48,98 D7 94 32,1CE,24b/1KB,43nm,8Bit,N,Y,Y,,Y,Y
178,Toshiba,4GB,MLC-8K,TC58NVG5D2FX,98 D7 94 32 76 D5,1CE,24b/1KB,32nm,8Bit,N,Y,Y,,Y,Y
179,Toshiba,4GB,MLC-8K,TC58NVG5D2FTA00,98 D7 94 32 76 55,1CE,24b/1KB,32nm,8Bit,N,Y,Y,,Y,Y
180,Toshiba,4GB,MLC-8K,TH58NVG5D2ETA20,98 D5 94 32 76 54,2CE,24b/1KB,43nm,8Bit,N,Y,Y,,Y,Y
181,Toshiba,4GB,MLC-8K,TC58NVG5D2ETA20,98 D7 95 32 7A,2CE,24b/1KB,43nm,8Bit,N,Y,Y,,,
182,Toshiba,4GB,MLC-8K,TC58NVG5D2ETA00,98 D7 95 32 76,1CE,24b/1KB,43nm,8Bit,N,Y,Y,,,
183,Toshiba,4GB,MLC-8K,TC58NVG5D2ETG00,98 D5 95 32,1CE,24b/1KB,43nm,8Bit,N,Y,Y,,,
184,Toshiba,4GB,MLC-4K,TH58NVG5D1DTG20,98 D5 94 BA,2CE,8b/512B,56nm,8Bit,Y,Y,Y,,,
185,Toshiba,4GB,MLC-2K,TH58NVG5D4CTG20,98 D5 85 A5,2CE,4b/512B,70nm,8Bit,Y,Y,Y,,,
186,Toshiba,2GB,TLC-8K,TC58NVG4T2FTA00,98 D5 88 82 72 55,1CE,60b/1KB,32nm,8Bit,,,,,Y,Y
187,Toshiba,2GB,TLC-8K,TC58NVG4T2FTA00(D3),98 D5 88 82 72 D5,1CE,60b/1KB,32nm,8Bit,,,,,Y,Y
188,Toshiba,2GB,TLC-8K,TH58NVG4T2DTG00,98 D5 98 83,1CE,24b/1KB,56nm,8Bit,N,Y,Y,,,
189,Toshiba,2GB,TLC-8K,TH58NVG4T2ETA00,98 D5 98 B2,1CE,24b/1KB,43nm,8Bit,N,Y,Y,,,
190,Toshiba,2GB,MLC-8K,TC58NVG4D2FTA00,98 D5 94 32 76,1CE,24b/1KB,32nm,8Bit,N,Y,Y,,Y,Y
191,Toshiba,2GB,MLC-8K,TC58NVG4D2FTA-A,98 D5 5954 /D756 55 0A,1CE,24b/1KB,32nm,8Bit,N,Y,Y,,,
192,Toshiba,2GB,MLC-8K,TC58NVG4D2ETA00,98 D5 94 32 76 54,1CE,24b/1KB,43nm,8Bit,N,Y,Y,,Y,Y
